@manan Hahaha don't worry Microsoft will giveaway WP7 devices to all attendees. :D	
@youraverageadam why not a nice wp7? you do like microsoft right?	1
@windevs @Windows Microsoft should keep the "store name" unified with WP7. They should call it Windows Marketplace not Windows Store.	1
RT @aulia: Microsoft Indonesia employees, welcome to the world of Windows Phone 7. You're gonna love the OS, but be annoyed by the 3rd p ...	
The #windowsphone7 are the best ever. Finally a true iPhone killer. Thank you @Microsoft	
Microsoft Office for iPad confirmed by the daily : so for iphone too probably. Another reason windows phone is junk: no skype yet, no USP,	
Idiot journalists in NL say Microsoft wants to beat iPhone and Android with #WP7. MS only wants chunk of bn $ advertising market	
@windowsphone Congrats for Microsoft' s decision to also bank on Nokia for #WinPhone7 ! A great software and a great hardware come together	
@MyMicrosoftLife @WindowsPhoneUK or worse, the back button!	
@pdparticle You can use a zune pass with up to 3 devices, but they have to be WP7 or Microsoft.	
RT @BrierDudley: Microsoft shuffles Windows Phone execs: Microsoft is replacing the executive in charge of its critical Windows P... htt ...	
Just sent off my #techdays_ca Turbotalk that I did here in #yeg on #wp7 game development to Microsoft for their online database	
@lukepuplett @Nokia_Connects Rebooting software and Phone Works correclty. Hope it's only a WinPhone bug. #microsoft #wp7	
@efjay01 Lets not get into morality here....You are on the Microsoft side of the fence. #wp7	
RT @TheNextWeb: iTunes Ping and Game Center, Apple's answer to Windows Phone 7 on@TNWMicrosoft by @manan	
The pace at which #Microsoft #WindowsPhone7 spark up di?r, #Apple needs to watch their back. iLove #WindowsPhone7 ?...#Android still kidding	1
A great news.. Nokia and Microsoft.. Shit.. I hope change my iOS to nokia Windows Phone 7..	
@majornelson When is #xbox going to come out with a #droid #xboxlive app I know #windows phone is #microsoft so is #xbox but it would benice	
Fuck you Microsoft!I am always waiting for your new apps and updates!When the fucking Windows Phone 7 update is coming?	
@jason_miller Geeze, first your WP7, now IE9...does *nothing* Microsoft work for you?!	
RT @wp7_connect: Checking Your Windows Phone Messages Using Microsoft Surface: This is a very cool video of how you can connect d... htt ...	
I think Microsoft should've allowed #wpdev control forks for #wp7 / #mango code in their apps. Because Marketplace team clearly can't.	1
@WPSuperfanboy I think it would be a step forward for Microsoft/Windows phone. Gotta keep up the momentum.	1
Microsoft replaces Andy Lees as Windows Phone head AllThingsD is reporting that Microsoft is replacing Andy Lees as head of its Windows P	
If Microsoft's announcement on October 11 does not include tablets & only Windows phone 7, I think they are sunk in mobile market. Too slow	1
Got a day off work to attend a Microsoft Tech day here in London. Should be interesting. Steve Ballmer is giving a keynote ;) #Azure and WP7	
Uplifting: Microsoft holds funeral for iPhone in celebration of Windows Phone 7	
Windows Phone already feeling the heat of software piracy, Microsoft fights back by remotely deleting apps.. LOL	
I know there are copyright issues, but this is #Microsoft for god sake! not your local bakery! How does #Apple succeed then ? #wp7 #features	
RT @thurrott: Today: Windows Phone 7 at Mobile World Congress: Microsoft CEO Steve Ballmer and various representatives of the ... http:/ ...	
@dansiger that sucks! RT Hard reset of WP7 phone. Restore from mac resulting in... 0 apps and settings restored. FFFFFFUUUUU, @microsoft.	
Nokia will be focusing on windows phone 7 devices now?  Well played microsoft...	
RT @ChaelMontgomery: Engadget: Nokia and Microsoft sign definitive agreement, bring Windows Phone handsets closer to realization http:// ...	
The new windows phone looks very promising! Kudos to Microsoft.	
But it's been pretty quiet about the #wp7dev phones. I'll be at #PDC10. Any chance I'll be able to buy one at the Microsoft Store? #WP7	
#Nokia sold 5 times more #Symbian and #MeeGo phones than #Lumia phones. #WindowsPhone #Microsoft	
Microsoft invests $1 billion to sell a million Nokia Windows Phones: At face value, Nokia's results for Windows Phone are solid. One ...	
Microsoft timed the WP7 RTM news very well, enough time for the Apple news to have died down slightly	
WP7forum says Tango phones will also drop camera hardware down to just 3-megapixels.	
First impression of HTC Surround with WinPhone7: Wow. Microsoft got a lot right.	
Microsoft: Cut N Paste coming to Win Phone 7 "very soon" now. Status upgraded from "soon". #wp7 #microsoft #ks11	
RT @borovsky: I forgot how fucking ghetto microsoft.com is. Xbox and Windows Phone 7 are not even mentioned. Featured products are IE8 a ...	
RT @nokiacanada: Want to win a Nokia #Lumia800? Join @MicrosoftCanada #handsonwindowsphone contest at 1 p.m. today at Yonge & Dund ...	
@Hombaca05 honestly you buy so many windows phones and have no app card from microsoft lol i still have about $20 in free apps left :/	
Hello Microsoft... each day we live with the WP7 bugs is one more day closer to moving to another platform. Please throw us a bone .. soon	1
Facebook events integrated into calendar, bonus. Thank you @microsoft #windows7phone #wp7	
Google choose Motorola. Microsoft lose a potential WP7 licensee & HTC, LG Samsung & SE will consider their Android options. SE next?	
@RachelAppel No, nobody cares until you start working for Microsoft as an evangelist and *then* say that WP7 beats iPhone.	
RT @iphonetwittvip: MICROSOFT EMPLOYEES HOLD FUNERAL PARADE FOR IPHONE, Blackberry [1]APPLE INSIDERCelebrating Windows Phone 7 : http: ...	
Microsoft should rename windows phone. The name is off-putting	1
Tend to agree with @technightowl Windows 8 is one schizophrenic mess. #N##N#It's Microsoft Bob and WP7's bastard child.	
If Ovi Maps will be integrated to Microsoft's map service, can other manufatures use it?? #Nokia #WP7	
Perhaps Microsoft should have concentrated on SELLING the devices instead of giving them to people who already have half a dozen #wp7 phones	1
Windows Phone 7 AT&T and Microsoft press conference starting soon.	
LOTS of #Microsoft support for #iOS recently - first steps in ditching #WP7 I wonder?	
Excited to see what Microsoft news is announced at #Mix11 this week. Should especially be some come cool stuff for Windows phone	1
One week until I start at Microsoft on @WindowsPhone. One week until the USA release of @WindowsPhone 7. WP7 FTW!	
So I have Microsoft office on my windows phone and can type papers and send it to my email and print it off...#Winning	
Did #Microsoft go out of their way to may deploying to the #WP7 deliberately difficult? Numerous updates, unlock attempts... still no joy.	
Microsoft and Nokia: if you had even told me last week that would happen I wouldn't believe it. Windows Phone 7 could get big though...	
#Microsoft CES Keynote starts at 5:30 am Kuwait time, I'll be watching it live from #FB! #WP7	
@sunnychl I have won a WP7 phone from Microsoft :) Hope it's a Lumia :)	1
RT @MyMicrosoftLife: @WindowsPhoneUK the Xbox Live integration. The Facebook and Twitter apps are great although I wish they would feature ...	1
Microsoft Adjusts Windows Phone 7 App Payments, Reporting: Microsoft has adjusted its app payout date for Windows Phone 7 developers,...	
RT @Jahfer: This Windows Phone debacle is ridiculous. @Microsoft better say something soon about upgradability or @Nokia will have a lot ...	1
@windowsphone I really hope Microsoft releases a Zune device that uses the WP7 UI and can use the apps and games. Apple's iOS is getting old	1
I like how Microsoft have limited the screen resolution for wp7. Android is a mess in this regd.	
(Reportedly) 1 of 2 big weeks for Microsoft's mobile initiatives. Good luck guys. #microsoft #windowsphone7	
il n'y a pas de notification dans min windows phone. #shame on you microsoft	
Going for the entertainment and devices division of Microsoft, they're actually bringing innovative ideas to market in the Xbox and WP7.	
...Windows Phone 7 is really a nice and refreshing experience compared to iOS (and Android). Nice work Microsoft!	
Word. RT @sunnychl: No new Windows Phones at MWC from HTC, Samsung or LG. Looks like it's just Microsoft and Nokia now.	
If anyone spins this off as Microsoft 'winning with WP7', you're the biggest retard ever..	
Put people first seriously? come on guys, you can do better copy than that @microsoft #windowsphone	
@ninaada As far as I know the microsoft has exclusive partnership with nokia for windows phones, what if they distribute the 610?	1
Microsoft Press Event Windows Phone "Mango" Preview: individual ring tones, jump list for installed apps, more calendars, todo lists in cal	
My fucking phone battery does'nt even last a day. Fuck you windows phone and your shitty ideas. #Microsoftshit	
The expected unexpected has happenend: MSFT + Nokia == TRUE; Will brand now be Microsoft Nokia Windows Phone 7? Really rolls off the tongue.	
@stroughtonsmith Microsoft removes "Twin Blades" from marketplace due to Content Policy. This can't be good news for potential devs. #WP7	
@jhbwinder Microsoft Windows Phone 7 comp. R50k for the best one submitted before 31Dec. Or, free phone for submitting any 5.	
The Windows Phone UI is pretty slick @microsoft #windowsphone #fb	
@hands0n Microsoft make slow junk mobile operating systems, Nokia were mad signing up to WP. #windowsphone	
RT @Optus: #WP7 Update: We're working w/ Microsoft to deliver this update. Still some testing to be done & we抣l tweet as soon as we hav ...	
#windowsphone ecosystem has fastest growing app marketplace now says #Microsoft at #mango event	
All right there is talk of Windows 7 and Windows Mobile 7. I think they mean Windows Phone 7. Look at the confusion you have sown, Microsoft	
@WinPhoneSupport do you have any idea why Microsoft removed their World Clock app? I really liked it & I now can't get it back!	
MWC 2011: Microsoft Details 2011 Windows Phone 7 Plans [Windows Phone 7 Copy/Paste Update Coming In March With IE9, Additional Multitasking	
@TheNextWeb @alex @TNWmicrosoft wp7 looks so beautiful on a giant screen!	
If Nokia is announcing Windows Phone, it's actually a bigger Win for Microsoft than Nokia itself	
@plaberge I'm a big fan of Microsoft and a huge Windows Phone enthusiast. Following you now :)	
Are you in San Diego?  Come by the @MicrosoftStore from 1-7 today to say hi!  #smokedbywindowsphone	
Hey Microsoft #WP7 : Fix marketplace instead of releasing a new OS just to kill 9 certificates!  #FAIL	1
@joshbaltzell Yeah, I'm astounded by how remarkably bad Microsoft marketing has been lately. Everything from Kin to WP7 to Win8 is fail.	
I feel for the loyal developers who lost their small biz bc of what microsoft did w/ #windowsphone	
Microsoft has made good on their earlier guarantees of a developer payout in the 4th week of January, as WP7 developers are starting ...	
@MicrosoftStore no longer offering free $25 app card with #WindowsPhone purchases?	
So #WindowsPhone is rumored to have an app that blocks texting while driving. Apparently Microsoft is doing everything to prevent crashes.?	
Yahoo: only Windows Phone 7 has IMAP problems: The data-chomping tendencies of Microsoft's new platform are unique to...  www.exa-cad.com	
RT @SAPTrainRace: #SAPTrainRace #Microsoft presentation starts in <30min! #HTML5 #Javascript #Metro #WindowsPhone7 UI Controls http:/ ...	
@Skype @Microsoft  WINDOWS PHONE 7 hurry up!	
News: Microsoft Confirms Oct. 11 Launch for Windows Phone 7	
Microsoft is apparently talking up WP7 at CES.  Can't wait for the Gartner report about how it'll have 70% market share in 3 years	
RT @noeltroge: Microsoft invites PS3 jailbreak dev to take a crack at Windows Phone 7: 20-something firmware magician GeoHot (G... http: ...	
#windowsphone has close to 5000 apps in less than 2 months. Congrats @Microsoft & @windowsphone team.	
@WinPhoneSupport Thanks, will Microsoft fix this on the upcoming "Nodo" Update, or they fix it on the "Mango" Update?	1
Microsoft CEO Ballmer Lauds Nokia Partnership, Windows Phone Adoption: Microsoft CEO Steve Ballmer championed the company's partnersh...	
Oh, Windows Phone, why is Android winning? An ex-GM laments: Charlie Kindel, late of Microsoft, passionately believes Windows Phone 7...	
